,Unnamed: 0,Day,Hour,Minutes,Weather,Temperature (C),Supply Pump 1 Run Sts,Supply Pump 1 Speed (%),Supply Pump 1 Flow Rate (l/s),Supply Pump 1 Power (KW),Supply Pump 2 Run Sts,Supply Pump 2 Speed (%),Supply Pump 2 Flow Rate (l/s),Supply Pump 2 Power (KW),Discharge Pump Run Sts,Discharge Pump Speed (%),Discharge Pump Flow Rate (l/s),Discharge Pump Power (KWh),Tank Level (Kl),Current Power Usage (KWh),Daily Power Usage (KW),Current Solar Generation (KWh),Daily Solar Generation (KW),Daily Power From Grid (KW),Battery Power Stored (KWh),Current Power From Grid (KWh),Battery Power Failed To Charge (KWh)
4582,4582,47,18,15,Rainy,19.79999924,False,100,0.0,45,False,100,0.0,15,True,65,2.989999771,26.0,6.668682447827116,26.0,965.0,6.0,77.92498779,887.0750732,0.0,20.0,0.0
4583,4583,47,18,30,Rainy,19.35000038,True,100,5.199999809,45,False,100,0.0,15,True,60,2.75999999,24.0,3.977682653927116,69.0,986.5,4.80000019,78.52498627,907.9750977,0.0,64.19999981,0.0
4584,4584,47,18,45,Rainy,18.89999962,False,100,0.0,45,False,100,0.0,15,True,55,2.529999971,22.0,6.173682491027117,22.0,1007.5,3.600000144,78.97498322,928.5250854,0.0,18.399999856,0.0
4585,4585,47,19,0,Rainy,18.44999886,True,100,5.199999809,0,False,100,0.0,0,True,45,2.069999933,18.0,3.896682517127117,63.0,1028.0,2.400000096,79.27498627,948.7250977,0.0,60.599999904,0.0
4586,4586,47,19,15,Rainy,18.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.713682405527117,16.0,1032.5,1.200000048,79.42498779,953.0750732,0.0,14.799999952,0.0
4587,4587,47,19,30,Rainy,18.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.057682375827117,61.0,1036.5,0.0,79.42498779,957.0750732,0.0,61.0,0.0
4588,4588,47,19,45,Rainy,17.54999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.081682174227117,16.0,1040.5,0.0,79.42498779,961.0750732,0.0,16.0,0.0
4589,4589,47,20,0,Rainy,17.54999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.4256821445271175,16.0,1044.5,0.0,79.42498779,965.0750732,0.0,16.0,0.0
4590,4590,47,20,15,Rainy,17.10000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.769682114827118,61.0,1048.5,0.0,79.42498779,969.0750732,0.0,61.0,0.0
4591,4591,47,20,30,Rainy,17.10000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.793681913227118,16.0,1052.5,0.0,79.42498779,973.0750732,0.0,16.0,0.0
4592,4592,47,20,45,Rainy,16.64999962,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.137681883527119,16.0,1056.5,0.0,79.42498779,977.0750732,0.0,16.0,0.0
4593,4593,47,21,0,Rainy,16.64999962,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.481681853827119,61.0,1060.5,0.0,79.42498779,981.0750732,0.0,61.0,0.0
4594,4594,47,21,15,Rainy,16.19999886,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.5056816522271195,16.0,1064.5,0.0,79.42498779,985.0750732,0.0,16.0,0.0
4595,4595,47,21,30,Rainy,16.19999886,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.84968162252712,16.0,1068.5,0.0,79.42498779,989.0750732,0.0,16.0,0.0
4596,4596,47,21,45,Rainy,15.75,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.1936815928271205,61.0,1072.5,0.0,79.42498779,993.0750732,0.0,61.0,0.0
4597,4597,47,22,0,Rainy,15.75,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.217681391227121,16.0,1076.5,0.0,79.42498779,997.0750732,0.0,16.0,0.0
4598,4598,47,22,15,Rainy,15.29999924,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.561681361527121,61.0,1080.5,0.0,79.42498779,1001.075073,0.0,61.0,0.0
4599,4599,47,22,30,Rainy,15.29999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.585681159927121,16.0,1084.5,0.0,79.42498779,1005.075073,0.0,16.0,0.0
4600,4600,47,22,45,Rainy,14.84999943,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.929681130227122,16.0,1088.5,0.0,79.42498779,1009.075073,0.0,16.0,0.0
4601,4601,47,23,0,Rainy,14.84999943,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.2736811005271225,61.0,1092.5,0.0,79.42498779,1013.075073,0.0,61.0,0.0
4602,4602,47,23,15,Rainy,14.39999962,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.297680898927123,16.0,1096.5,0.0,79.42498779,1017.075073,0.0,16.0,0.0
4603,4603,47,23,30,Rainy,13.94999981,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.641680869227123,16.0,1115.5,0.0,79.42498779,1036.075073,0.0,16.0,0.0
4604,4604,47,23,45,Rainy,13.94999981,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.985680839527124,61.0,1134.5,0.0,79.42498779,1055.075073,0.0,61.0,0.0
4605,4605,47,24,0,Rainy,13.5,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.009680637927124,16.0,1153.5,0.0,79.42498779,1074.075073,0.0,16.0,0.0
4606,4606,48,0,15,Sunny,16.5,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.353680608227124,16.0,19.0,0.0,0.0,19.0,0.0,16.0,0.0
4607,4607,48,0,30,Sunny,15.95000076,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.697680578527125,61.0,38.0,0.0,0.0,38.0,0.0,61.0,0.0
4608,4608,48,0,45,Sunny,15.95000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.721680376927125,16.0,57.0,0.0,0.0,57.0,0.0,16.0,0.0
4609,4609,48,1,0,Sunny,15.40000057,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.065680347227126,16.0,61.0,0.0,0.0,61.0,0.0,16.0,0.0
4610,4610,48,1,15,Sunny,15.40000057,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.409680317527126,61.0,65.0,0.0,0.0,65.0,0.0,61.0,0.0
4611,4611,48,1,30,Sunny,14.85000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.433680115927126,16.0,69.0,0.0,0.0,69.0,0.0,16.0,0.0
4612,4612,48,1,45,Sunny,14.85000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.777680086227127,16.0,73.0,0.0,0.0,73.0,0.0,16.0,0.0
4613,4613,48,2,0,Sunny,14.30000019,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.121680056527127,61.0,77.0,0.0,0.0,77.0,0.0,61.0,0.0
4614,4614,48,2,15,Sunny,14.30000019,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.145679854927128,16.0,81.0,0.0,0.0,81.0,0.0,16.0,0.0
4615,4615,48,2,30,Sunny,13.75,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.489679825227128,61.0,85.0,0.0,0.0,85.0,0.0,61.0,0.0
4616,4616,48,2,45,Sunny,13.75,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.513679623627128,16.0,89.0,0.0,0.0,89.0,0.0,16.0,0.0
4617,4617,48,3,0,Sunny,13.20000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.857679593927129,16.0,93.0,0.0,0.0,93.0,0.0,16.0,0.0
4618,4618,48,3,15,Sunny,13.20000076,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.201679564227129,61.0,97.0,0.0,0.0,97.0,0.0,61.0,0.0
4619,4619,48,3,30,Sunny,12.65000057,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.22567936262713,16.0,101.0,0.0,0.0,101.0,0.0,16.0,0.0
4620,4620,48,3,45,Sunny,12.65000057,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.56967933292713,16.0,105.0,0.0,0.0,105.0,0.0,16.0,0.0
4621,4621,48,4,0,Sunny,12.10000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.913679303227131,61.0,109.0,0.0,0.0,109.0,0.0,61.0,0.0
4622,4622,48,4,15,Sunny,12.10000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.937679101627131,16.0,113.0,0.0,0.0,113.0,0.0,16.0,0.0
4623,4623,48,4,30,Sunny,11.55000019,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.281679071927131,16.0,117.0,0.0,0.0,117.0,0.0,16.0,0.0
4624,4624,48,4,45,Sunny,11.55000019,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.625679042227132,61.0,121.0,0.0,0.0,121.0,0.0,61.0,0.0
4625,4625,48,5,0,Sunny,11.0,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.649678840627132,16.0,125.0,0.0,0.0,125.0,0.0,16.0,0.0
4626,4626,48,5,15,Sunny,11.0,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,5.993678810927133,16.0,144.0,0.0,0.0,144.0,0.0,16.0,0.0
4627,4627,48,5,30,Sunny,10.44999981,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.337678781227133,61.0,163.0,0.0,0.0,163.0,0.0,61.0,0.0
4628,4628,48,5,45,Sunny,11.0,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.361678579627133,16.0,182.0,0.0,0.0,182.0,0.0,16.0,0.0
4629,4629,48,6,0,Sunny,12.10000038,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,5.705678549927134,16.0,201.0,0.0,0.0,201.0,0.0,16.0,0.0
4630,4630,48,6,15,Sunny,13.20000076,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.049678520227134,61.0,220.0,10.399999618,1.299999952,218.6999969,0.0,50.600000382,0.0
4631,4631,48,6,30,Sunny,14.30000019,False,100,0.0,0,True,100,1.75,0,True,40,1.840000033,16.0,7.073678318627135,31.0,239.0,20.79999924,3.899999857,235.0999908,0.0,10.200000760000002,0.0
4632,4632,48,6,45,Sunny,15.40000057,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,6.992678288927134,61.0,243.0,31.19999886,7.799999714,235.1999969,0.0,29.80000114,0.0
4633,4633,48,7,0,Sunny,15.95000076,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,10.016678087327135,61.0,247.0,41.59999848,13.0,234.0,0.0,19.400001520000004,0.0
4634,4634,48,7,15,Sunny,16.5,True,100,5.199999809,0,False,100,0.0,0,True,45,2.069999933,18.0,13.040677885727135,63.0,251.0,52.0,19.5,231.5,0.0,11.0,0.0
4635,4635,48,7,30,Sunny,17.05000114,True,100,5.199999809,0,False,100,0.0,0,True,50,2.299999952,20.0,15.857677774127135,65.0,255.5,62.39999772,27.29999924,228.1999969,0.0,2.6000022799999982,0.0
4636,4636,48,7,45,Sunny,17.60000038,True,100,5.199999809,0,True,100,1.75,0,True,55,2.529999971,22.0,18.467677645427134,82.0,260.5,72.79999542,36.39999771,224.0999908,0.0,9.200004579999998,0.0
4637,4637,48,8,0,Sunny,18.14999962,True,100,5.199999809,0,True,100,1.75,0,True,65,2.989999771,26.0,22.445677499627134,86.0,266.0,83.19999694,46.79999542,219.1999969,0.0,2.8000030599999945,0.0
4638,4638,48,8,15,Sunny,18.70000076,False,100,0.0,0,False,100,0.0,0,True,70,3.21999979,28.0,26.009677533827134,28.0,272.5,93.59999848,58.49999619,214.0,16.39999962,0.0,0.0
4639,4639,48,8,30,Sunny,19.25,True,100,5.199999809,0,True,100,1.75,0,True,75,3.449999809,30.0,23.11167772282713,90.0,279.5,98.79999542,70.84999847,208.6499939,18.599998475,0.0,0.0
4640,4640,48,8,45,Sunny,19.80000114,False,100,0.0,0,False,100,0.0,0,True,80,3.680000067,32.0,26.26167772282713,32.0,287.0,104.0,83.84999847,203.1499939,36.599998475,0.0,0.0
4641,4641,48,9,0,Sunny,20.35000038,True,100,5.199999809,0,True,100,1.75,0,True,90,4.139999866,36.0,22.94967766252713,96.0,295.0,109.19999694,97.5,197.5,39.89999771,0.0,0.0
4642,4642,48,9,15,Sunny,20.89999962,False,100,0.0,0,False,100,0.0,0,True,95,4.369999886,38.0,25.47867761122713,38.0,304.0,114.3999939,111.8000031,192.1999969,58.999996185,0.0,0.0
4643,4643,48,9,30,Sunny,21.45000076,True,100,5.199999809,45,True,100,1.75,15,False,100,4.599999905,40.0,21.545677713827132,100.0,313.5,119.59999848,126.75,186.75,63.899995805,0.0,0.0
4644,4644,48,9,45,Sunny,22.0,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,23.660677627427134,100.0,328.5,124.79999542,142.3500061,186.1499939,70.09999466000001,0.0,0.0
4645,4645,48,10,0,Sunny,22.55000114,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,25.775677541027136,40.0,353.5,130.0,158.6000061,194.8999939,92.59999466000001,0.0,0.0
4646,4646,48,10,15,Sunny,23.10000038,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,21.635677626527137,100.0,378.5,135.19999694,175.5,203.0,101.39999389500001,0.0,0.0
4647,4647,48,10,30,Sunny,23.64999962,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,23.75067754012714,100.0,403.5,140.3999939,193.0500031,210.4499969,111.49999237,0.0,0.0
4648,4648,48,10,45,Sunny,24.20000076,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,25.86567745372714,40.0,428.5,145.59999084,211.25,217.25,137.89999008,0.0,0.0
4649,4649,48,11,0,Sunny,24.75,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,21.725677539227142,100.0,453.5,145.59999084,229.4499969,224.0500031,149.29998779000002,0.0,0.0
4650,4650,48,11,15,Sunny,25.30000114,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,23.840677452827144,100.0,478.5,145.59999084,247.6499939,230.8500061,160.69998550000003,0.0,0.0
4651,4651,48,11,30,Sunny,25.85000038,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,25.955677366427146,40.0,503.5,145.59999084,265.8500061,237.6500092,187.09998321000003,0.0,0.0
4652,4652,48,11,45,Sunny,26.40000153,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,21.815677451927147,100.0,528.5,145.59999084,284.0500183,244.4500275,198.49998092000004,0.0,0.0
4653,4653,48,12,0,Sunny,26.95000076,True,100,5.199999809,45,True,100,1.75,15,True,95,4.369999886,38.0,23.93067736552715,98.0,553.5,145.59999084,302.2500305,251.2500153,210.39997863000005,0.0,0.0
4654,4654,48,12,15,Sunny,27.5,False,100,0.0,45,False,100,0.0,15,True,90,4.139999866,36.0,26.25267729622715,36.0,578.0,145.59999084,320.4500427,257.5499878,237.79997634000006,0.0,0.0
4655,4655,48,12,30,Sunny,28.05000114,True,100,5.199999809,0,True,100,1.75,0,True,85,3.910000086,34.0,22.52667741682715,94.0,602.0,145.59999084,338.6500549,263.3499756,250.69997405000007,0.0,0.0
4656,4656,48,12,45,Sunny,28.60000038,True,100,5.199999809,0,True,100,1.75,0,True,80,3.680000067,32.0,25.26267716752715,92.0,610.5,145.59999084,356.8500671,253.6499786,264.0999717600001,0.0,0.0
4657,4657,48,13,0,Sunny,29.15000153,False,100,0.0,0,False,100,0.0,0,True,80,3.680000067,32.0,28.20567693532715,32.0,618.5,145.59999084,375.0500793,243.4499664,292.49996947000005,0.0,0.0
4658,4658,48,13,15,Sunny,29.70000076,True,100,5.199999809,0,True,100,1.75,0,True,85,3.910000086,34.0,24.89367687502715,94.0,626.5,145.59999084,393.2500916,233.2499695,305.39996718000003,0.0,0.0
4659,4659,48,13,30,Sunny,30.25,False,100,0.0,0,False,100,0.0,0,True,90,4.139999866,36.0,27.62967662572715,36.0,635.0,145.59999084,411.4501038,223.5499725,332.79996489,0.0,0.0
4660,4660,48,13,45,Sunny,30.80000114,True,100,5.199999809,0,True,100,1.75,0,True,95,4.369999886,38.0,23.90367674632715,98.0,644.0,145.59999084,429.650116,214.3499756,344.6999626,0.0,0.0
4661,4661,48,14,0,Sunny,30.80000114,False,100,0.0,0,False,100,0.0,0,True,100,4.599999905,40.0,26.225676677027153,40.0,653.5,145.59999084,447.8501282,205.6499786,371.09996031,0.0,0.0
4662,4662,48,14,15,Sunny,30.80000114,True,100,5.199999809,0,True,100,1.75,0,True,100,4.599999905,40.0,22.085676762527154,100.0,663.5,145.59999084,466.0501404,197.4499817,382.49995801999995,0.0,0.0
4663,4663,48,14,30,Sunny,30.80000114,True,100,5.199999809,45,True,100,1.75,15,False,100,4.599999905,40.0,24.200676676127156,100.0,673.5,145.59999084,484.2501526,189.2499847,393.89995572999993,0.0,0.0
4664,4664,48,14,45,Sunny,30.25,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,26.315676589727158,40.0,688.5,140.3999939,501.8001404,186.6999817,418.99995420499994,0.0,0.0
4665,4665,48,15,0,Sunny,30.25,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,22.17567667522716,100.0,713.5,135.19999694,518.7001343,194.7999878,427.79995343999997,0.0,0.0
4666,4666,48,15,15,Sunny,29.70000076,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,24.29067658882716,100.0,738.5,130.0,534.9501343,203.5499878,435.29995343999997,0.0,0.0
4667,4667,48,15,30,Sunny,29.70000076,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,26.405676502427163,40.0,763.5,124.79999542,550.5501099,212.9499817,456.49995229499996,0.0,0.0
4668,4668,48,15,45,Sunny,29.15000153,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,22.265676587927164,100.0,788.5,119.59999848,565.5001221,222.9999847,461.399951915,0.0,0.0
4669,4669,48,16,0,Sunny,29.15000153,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,24.380676501527166,100.0,813.5,114.3999939,579.8001099,233.6999817,464.99995039,0.0,0.0
4670,4670,48,16,15,Sunny,28.60000038,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,26.495676415127168,40.0,838.5,109.19999694,593.4501343,245.0499878,482.29994962499995,0.0,0.0
4671,4671,48,16,30,Sunny,28.05000114,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,22.35567650062717,100.0,863.5,104.0,606.4501343,257.0499878,483.29994962499995,0.0,0.0
4672,4672,48,16,45,Sunny,27.5,True,100,5.199999809,45,True,100,1.75,15,True,100,4.599999905,40.0,24.47067641422717,100.0,888.5,98.79999542,618.8001099,269.6999817,482.99994847999994,0.0,0.0
4673,4673,48,17,0,Sunny,26.95000076,False,100,0.0,45,False,100,0.0,15,True,95,4.369999886,38.0,26.585676327827173,38.0,913.5,93.59999848,630.5001221,282.9999695,496.89994809999996,0.0,0.0
4674,4674,48,17,15,Sunny,26.40000153,True,100,5.199999809,45,True,100,1.75,15,True,90,4.139999866,36.0,22.652676430427174,96.0,938.0,88.3999939,641.5501099,296.4499817,494.99994657499997,0.0,0.0
4675,4675,48,17,30,Sunny,25.85000038,True,100,5.199999809,0,True,100,1.75,0,True,85,3.910000086,34.0,25.181676379127175,94.0,962.0,83.19999694,651.9501343,310.0499878,492.29994580999994,0.0,0.0
4676,4676,48,17,45,Sunny,25.30000114,False,100,0.0,0,False,100,0.0,0,True,80,3.680000067,32.0,27.917676129827175,32.0,970.5,72.79999542,661.0501099,309.4499817,500.0,0.0,2.4999446649999406
4677,4677,48,18,0,Sunny,24.75,True,100,5.199999809,0,False,100,0.0,0,True,70,3.21999979,28.0,24.605676069527174,73.0,978.5,62.39999772,668.8500977,309.6499939,497.34999943,0.0,0.0
4678,4678,48,18,15,Sunny,24.20000076,False,100,0.0,0,False,100,0.0,0,True,65,2.989999771,26.0,26.387676086627174,26.0,985.5,52.0,675.3500977,310.1499939,500.0,0.0,3.8499994300000253
4679,4679,48,18,30,Sunny,23.64999962,True,100,5.199999809,0,False,100,0.0,0,True,60,2.75999999,24.0,23.696676292727172,69.0,992.0,41.59999848,680.5501099,311.4499817,493.14999962,0.0,0.0
4680,4680,48,18,45,Sunny,23.10000038,False,100,0.0,0,False,100,0.0,0,True,55,2.529999971,22.0,25.892676129827173,22.0,998.0,31.19999886,684.4501343,313.5499878,495.44999933500003,0.0,0.0
4681,4681,48,19,0,Sunny,22.55000114,False,100,0.0,0,True,100,1.75,0,True,45,2.069999933,18.0,23.615676155927172,33.0,1003.5,20.79999924,687.0501099,316.4499817,492.39999914500004,0.0,0.0
4682,4682,48,19,15,Sunny,22.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,23.32767621622717,16.0,1008.0,10.399999618,688.3500977,319.6499939,490.99999904950005,0.0,0.0
4683,4683,48,19,30,Sunny,22.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,21.671676186527172,16.0,1012.0,0.0,688.3500977,323.6499939,486.99999904950005,0.0,0.0
4684,4684,48,19,45,Sunny,21.45000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,20.015676156827173,16.0,1016.0,0.0,688.3500977,327.6499939,482.99999904950005,0.0,0.0
4685,4685,48,20,0,Sunny,21.45000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,18.359676127127173,16.0,1020.0,0.0,688.3500977,331.6499939,478.99999904950005,0.0,0.0
4686,4686,48,20,15,Sunny,20.89999962,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,16.703676097427174,16.0,1024.0,0.0,688.3500977,335.6499939,474.99999904950005,0.0,0.0
4687,4687,48,20,30,Sunny,20.89999962,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,15.047676067727174,16.0,1028.0,0.0,688.3500977,339.6499939,470.99999904950005,0.0,0.0
4688,4688,48,20,45,Sunny,20.35000038,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,13.391676038027175,16.0,1047.0,0.0,688.3500977,358.6499939,466.99999904950005,0.0,0.0
4689,4689,48,21,0,Sunny,20.35000038,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,11.735676008327175,16.0,1066.0,0.0,688.3500977,377.6499939,462.99999904950005,0.0,0.0
4690,4690,48,21,15,Sunny,19.80000114,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,10.079675978627176,16.0,1085.0,0.0,688.3500977,396.6499939,458.99999904950005,0.0,0.0
4691,4691,48,21,30,Sunny,19.80000114,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.423675948927176,16.0,1104.0,0.0,688.3500977,415.6499939,454.99999904950005,0.0,0.0
4692,4692,48,21,45,Sunny,19.25,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.767675919227177,16.0,1123.0,0.0,688.3500977,434.6499939,450.99999904950005,0.0,0.0
4693,4693,48,22,0,Sunny,19.25,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.111675889527177,61.0,1142.0,0.0,688.3500977,453.6499939,435.74999904950005,0.0,0.0
4694,4694,48,22,15,Sunny,18.70000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.135675687927177,16.0,1146.0,0.0,688.3500977,457.6499939,431.74999904950005,0.0,0.0
4695,4695,48,22,30,Sunny,18.70000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.479675658227178,16.0,1150.0,0.0,688.3500977,461.6499939,427.74999904950005,0.0,0.0
4696,4696,48,22,45,Sunny,18.14999962,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.8236756285271785,61.0,1154.0,0.0,688.3500977,465.6499939,412.49999904950005,0.0,0.0
4697,4697,48,23,0,Sunny,18.14999962,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.847675426927179,16.0,1158.0,0.0,688.3500977,469.6499939,408.49999904950005,0.0,0.0
4698,4698,48,23,15,Sunny,17.60000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.191675397227179,16.0,1162.0,0.0,688.3500977,473.6499939,404.49999904950005,0.0,0.0
4699,4699,48,23,30,Sunny,17.05000114,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.53567536752718,61.0,1166.0,0.0,688.3500977,477.6499939,389.24999904950005,0.0,0.0
4700,4700,48,23,45,Sunny,17.05000114,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.55967516592718,16.0,1170.0,0.0,688.3500977,481.6499939,385.24999904950005,0.0,0.0
4701,4701,48,24,0,Sunny,16.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.90367513622718,16.0,1174.0,0.0,688.3500977,485.6499939,381.24999904950005,0.0,0.0
4702,4702,49,0,15,Cloudy,15.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.247675106527181,61.0,4.0,0.0,0.0,4.0,365.99999904950005,0.0,0.0
4703,4703,49,0,30,Cloudy,14.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.271674904927181,16.0,8.0,0.0,0.0,8.0,361.99999904950005,0.0,0.0
4704,4704,49,0,45,Cloudy,14.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.615674875227182,61.0,12.0,0.0,0.0,12.0,346.74999904950005,0.0,0.0
4705,4705,49,1,0,Cloudy,14.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.639674673627182,16.0,16.0,0.0,0.0,16.0,342.74999904950005,0.0,0.0
4706,4706,49,1,15,Cloudy,14.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.983674643927182,16.0,20.0,0.0,0.0,20.0,338.74999904950005,0.0,0.0
4707,4707,49,1,30,Cloudy,13.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.327674614227183,61.0,24.0,0.0,0.0,24.0,323.49999904950005,0.0,0.0
4708,4708,49,1,45,Cloudy,13.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.351674412627183,16.0,28.0,0.0,0.0,28.0,319.49999904950005,0.0,0.0
4709,4709,49,2,0,Cloudy,13.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.695674382927184,16.0,32.0,0.0,0.0,32.0,315.49999904950005,0.0,0.0
4710,4710,49,2,15,Cloudy,13.0,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.039674353227184,61.0,36.0,0.0,0.0,36.0,300.24999904950005,0.0,0.0
4711,4711,49,2,30,Cloudy,12.5,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.063674151627184,16.0,55.0,0.0,0.0,55.0,296.24999904950005,0.0,0.0
4712,4712,49,2,45,Cloudy,12.5,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.407674121927185,16.0,74.0,0.0,0.0,74.0,292.24999904950005,0.0,0.0
