,Unnamed: 0,Day,Hour,Minutes,Weather,Temperature (C),Supply Pump 1 Run Sts,Supply Pump 1 Speed (%),Supply Pump 1 Flow Rate (l/s),Supply Pump 1 Power (KW),Supply Pump 2 Run Sts,Supply Pump 2 Speed (%),Supply Pump 2 Flow Rate (l/s),Supply Pump 2 Power (KW),Discharge Pump Run Sts,Discharge Pump Speed (%),Discharge Pump Flow Rate (l/s),Discharge Pump Power (KWh),Tank Level (Kl),Current Power Usage (KWh),Daily Power Usage (KW),Current Solar Generation (KWh),Daily Solar Generation (KW),Daily Power From Grid (KW),Current Power From Grid (KWh),Battery Power Failed To Charge (KWh),Battery Power Stored (KWh)
4940,4940,51,11,45,Sunny,26.40000153,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,21.07764014692653,85,528.5,72.79999542,284.0500183,244.4499664,12.200004579999998,0.0,0
4941,4941,51,12,0,Sunny,26.95000076,True,100,5.199999809,45,False,100,0.0,15,True,95,4.369999886,38.0,21.61764006052653,83,553.5,72.79999542,302.2500305,251.2499542,10.200004579999998,0.0,0
4942,4942,51,12,15,Sunny,27.5,True,100,5.199999809,45,False,100,0.0,15,True,90,4.139999866,36.0,22.36463999122653,81,578.0,72.79999542,320.4500427,257.5499268,8.200004579999998,0.0,0
4943,4943,51,12,30,Sunny,28.05000114,True,100,5.199999809,45,False,100,0.0,15,True,85,3.910000086,34.0,23.31863993992653,79,602.0,72.79999542,338.6500549,263.3499146,6.200004579999998,0.0,0
4944,4944,51,12,45,Sunny,28.60000038,True,100,5.199999809,45,False,100,0.0,15,True,80,3.680000067,32.0,24.47963969062653,77,625.5,72.79999542,356.8500671,268.6499023,4.200004579999998,0.0,0
4945,4945,51,13,0,Sunny,29.15000153,False,100,0.0,45,False,100,0.0,15,True,80,3.680000067,32.0,25.84763945842653,32,648.5,72.79999542,375.0500793,273.4498901,0.0,10.199998855,0
4946,4946,51,13,15,Sunny,29.70000076,True,100,5.199999809,0,False,100,0.0,0,True,85,3.910000086,34.0,22.53563939812653,79,671.5,72.79999542,393.2500916,278.2498779,6.200004579999998,0.0,0
4947,4947,51,13,30,Sunny,30.25,True,100,5.199999809,0,False,100,0.0,0,True,90,4.139999866,36.0,23.69663914882653,81,680.0,72.79999542,411.4501038,268.5498657,8.200004579999998,0.0,0
4948,4948,51,13,45,Sunny,30.80000114,True,100,5.199999809,0,False,100,0.0,0,True,95,4.369999886,38.0,24.650639097526533,83,689.0,72.79999542,429.650116,259.3498535,10.200004579999998,0.0,0
4949,4949,51,14,0,Sunny,30.80000114,False,100,0.0,0,False,100,0.0,0,True,100,4.599999905,40.0,25.397639028226532,40,698.5,72.79999542,447.8501282,250.6498566,0.0,8.199998855,0
4950,4950,51,14,15,Sunny,30.80000114,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,21.257639113726533,85,708.5,72.79999542,466.0501404,242.4498444,12.200004579999998,0.0,0
4951,4951,51,14,30,Sunny,30.80000114,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,21.797639027326532,85,718.5,72.79999542,484.2501526,234.2498474,12.200004579999998,0.0,0
4952,4952,51,14,45,Sunny,30.25,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,22.33763894092653,85,728.5,70.19999695,501.8001404,226.6998444,14.80000305,0.0,0
4953,4953,51,15,0,Sunny,30.25,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,22.87763885452653,85,738.5,67.59999847,518.7001343,219.7998505,17.400001529999997,0.0,0
4954,4954,51,15,15,Sunny,29.70000076,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,23.41763876812653,85,763.5,65.0,534.9501343,228.5498505,20.0,0.0,0
4955,4955,51,15,30,Sunny,29.70000076,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,23.95763868172653,85,788.5,62.39999771,550.5501099,237.9498444,22.60000229,0.0,0
4956,4956,51,15,45,Sunny,29.15000153,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,24.497638595326528,85,813.5,59.79999924,565.5001221,247.9998322,25.20000076,0.0,0
4957,4957,51,16,0,Sunny,29.15000153,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,25.037638508926527,85,838.5,57.19999695,579.8001099,258.6998291,27.80000305,0.0,0
4958,4958,51,16,15,Sunny,28.60000038,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,25.577638422526526,40,863.5,54.59999847,593.4501343,270.0498352,0.0,3.6499996175000007,0
4959,4959,51,16,30,Sunny,28.05000114,False,100,0.0,45,True,100,1.75,15,True,100,4.599999905,40.0,21.437638508026527,55,888.5,52.0,606.4501343,282.0498352,3.0,0.0,0
4960,4960,51,16,45,Sunny,27.5,False,100,0.0,45,True,100,1.75,15,True,100,4.599999905,40.0,18.872638593526528,55,913.5,49.39999771,618.8001099,294.6998291,5.600002289999999,0.0,0
4961,4961,51,17,0,Sunny,26.95000076,False,100,0.0,45,True,100,1.75,15,True,95,4.369999886,38.0,16.307638679026528,53,938.5,46.79999924,630.5001221,307.9998169,6.200000760000002,0.0,0
4962,4962,51,17,15,Sunny,26.40000153,False,100,0.0,45,True,100,1.75,15,True,90,4.139999866,36.0,13.949638781626529,51,963.0,44.19999695,641.5501099,321.4498291,6.800003050000001,0.0,0
4963,4963,51,17,30,Sunny,25.85000038,False,100,0.0,45,True,100,1.75,15,True,85,3.910000086,34.0,11.798638902226529,49,987.0,41.59999847,651.9501343,335.0498352,7.400001529999997,0.0,0
4964,4964,51,17,45,Sunny,25.30000114,False,100,0.0,45,True,100,1.75,15,True,80,3.680000067,32.0,9.854638824826528,47,1010.5,36.39999771,661.0501099,349.4498291,10.600002289999999,0.0,0
4965,4965,51,18,0,Sunny,24.75,False,100,0.0,0,True,100,1.75,0,True,70,3.21999979,28.0,8.117638764526529,43,1033.5,31.19999886,668.8500977,364.6498413,11.800001139999999,0.0,0
4966,4966,51,18,15,Sunny,24.20000076,False,100,0.0,0,False,100,0.0,0,True,65,2.989999771,26.0,6.794638953526529,26,1040.5,26.0,675.3500977,365.1498413,0.0,0.0,0
4967,4967,51,18,30,Sunny,23.64999962,True,100,5.199999809,0,False,100,0.0,0,True,60,2.75999999,24.0,4.103639159626528,69,1047.0,20.79999924,680.5501099,366.4498291,48.20000076,0.0,0
4968,4968,51,18,45,Sunny,23.10000038,False,100,0.0,0,False,100,0.0,0,True,55,2.529999971,22.0,6.299638996726529,22,1053.0,15.59999943,684.4501343,368.5498352,6.4000005699999996,0.0,0
4969,4969,51,19,0,Sunny,22.55000114,True,100,5.199999809,0,False,100,0.0,0,True,45,2.069999933,18.0,4.022639022826528,63,1058.5,10.39999962,687.0501099,371.4498291,52.60000038,0.0,0
4970,4970,51,19,15,Sunny,22.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.839638911226528,16,1063.0,5.199999809,688.3500977,374.6498413,10.800000190999999,0.0,0
4971,4971,51,19,30,Sunny,22.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.183638881526528,61,1067.0,0.0,688.3500977,378.6498413,61.0,0.0,0
4972,4972,51,19,45,Sunny,21.45000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.207638679926529,16,1071.0,0.0,688.3500977,382.6498413,16.0,0.0,0
4973,4973,51,20,0,Sunny,21.45000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.551638650226529,16,1075.0,0.0,688.3500977,386.6498413,16.0,0.0,0
4974,4974,51,20,15,Sunny,20.89999962,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.89563862052653,61,1079.0,0.0,688.3500977,390.6498413,61.0,0.0,0
4975,4975,51,20,30,Sunny,20.89999962,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.91963841892653,16,1083.0,0.0,688.3500977,394.6498413,16.0,0.0,0
4976,4976,51,20,45,Sunny,20.35000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.26363838922653,16,1087.0,0.0,688.3500977,398.6498413,16.0,0.0,0
4977,4977,51,21,0,Sunny,20.35000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.607638359526531,61,1091.0,0.0,688.3500977,402.6498413,61.0,0.0,0
4978,4978,51,21,15,Sunny,19.80000114,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.631638157926531,16,1095.0,0.0,688.3500977,406.6498413,16.0,0.0,0
4979,4979,51,21,30,Sunny,19.80000114,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,5.975638128226532,16,1099.0,0.0,688.3500977,410.6498413,16.0,0.0,0
4980,4980,51,21,45,Sunny,19.25,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.319638098526532,61,1118.0,0.0,688.3500977,429.6498413,61.0,0.0,0
4981,4981,51,22,0,Sunny,19.25,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.343637896926532,16,1137.0,0.0,688.3500977,448.6498413,16.0,0.0,0
4982,4982,51,22,15,Sunny,18.70000076,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.687637867226533,61,1156.0,0.0,688.3500977,467.6498413,61.0,0.0,0
4983,4983,51,22,30,Sunny,18.70000076,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.711637665626533,16,1175.0,0.0,688.3500977,486.6498413,16.0,0.0,0
4984,4984,51,22,45,Sunny,18.14999962,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.055637635926534,16,1194.0,0.0,688.3500977,505.6498413,16.0,0.0,0
4985,4985,51,23,0,Sunny,18.14999962,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.399637606226534,61,1213.0,0.0,688.3500977,524.6498413,61.0,0.0,0
4986,4986,51,23,15,Sunny,17.60000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.423637404626534,16,1217.0,0.0,688.3500977,528.6498413,16.0,0.0,0
4987,4987,51,23,30,Sunny,17.05000114,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.767637374926535,16,1221.0,0.0,688.3500977,532.6498413,16.0,0.0,0
4988,4988,51,23,45,Sunny,17.05000114,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.111637345226535,61,1225.0,0.0,688.3500977,536.6498413,61.0,0.0,0
4989,4989,51,24,0,Sunny,16.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.135637143626536,16,1229.0,0.0,688.3500977,540.6498413,16.0,0.0,0
4990,4990,52,0,15,Cloudy,15.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.479637113926536,16,4.0,0.0,0.0,4.0,16.0,0.0,0
4991,4991,52,0,30,Cloudy,14.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.823637084226537,61,8.0,0.0,0.0,8.0,61.0,0.0,0
4992,4992,52,0,45,Cloudy,14.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.847636882626537,16,12.0,0.0,0.0,12.0,16.0,0.0,0
4993,4993,52,1,0,Cloudy,14.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.191636852926537,16,16.0,0.0,0.0,16.0,16.0,0.0,0
4994,4994,52,1,15,Cloudy,14.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.535636823226538,61,20.0,0.0,0.0,20.0,61.0,0.0,0
4995,4995,52,1,30,Cloudy,13.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.559636621626538,16,24.0,0.0,0.0,24.0,16.0,0.0,0
4996,4996,52,1,45,Cloudy,13.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.903636591926539,16,28.0,0.0,0.0,28.0,16.0,0.0,0
4997,4997,52,2,0,Cloudy,13.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.247636562226539,61,32.0,0.0,0.0,32.0,61.0,0.0,0
4998,4998,52,2,15,Cloudy,13.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.271636360626539,16,36.0,0.0,0.0,36.0,16.0,0.0,0
4999,4999,52,2,30,Cloudy,12.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.61563633092654,61,40.0,0.0,0.0,40.0,61.0,0.0,0
5000,5000,52,2,45,Cloudy,12.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.63963612932654,16,44.0,0.0,0.0,44.0,16.0,0.0,0
5001,5001,52,3,0,Cloudy,12.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.9836360996265405,16,48.0,0.0,0.0,48.0,16.0,0.0,0
5002,5002,52,3,15,Cloudy,12.0,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.327636069926541,61,52.0,0.0,0.0,52.0,61.0,0.0,0
5003,5003,52,3,30,Cloudy,11.5,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.351635868326541,16,71.0,0.0,0.0,71.0,16.0,0.0,0
5004,5004,52,3,45,Cloudy,11.5,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.695635838626542,16,90.0,0.0,0.0,90.0,16.0,0.0,0
5005,5005,52,4,0,Cloudy,11.0,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.039635808926542,61,109.0,0.0,0.0,109.0,61.0,0.0,0
5006,5006,52,4,15,Cloudy,11.0,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.063635607326542,16,128.0,0.0,0.0,128.0,16.0,0.0,0
5007,5007,52,4,30,Cloudy,10.5,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.407635577626543,16,147.0,0.0,0.0,147.0,16.0,0.0,0
5008,5008,52,4,45,Cloudy,10.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.7516355479265435,61,166.0,0.0,0.0,166.0,61.0,0.0,0
5009,5009,52,5,0,Cloudy,10.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.775635346326544,16,170.0,0.0,0.0,170.0,16.0,0.0,0
5010,5010,52,5,15,Cloudy,10.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.119635316626544,16,174.0,0.0,0.0,174.0,16.0,0.0,0
5011,5011,52,5,30,Cloudy,9.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.463635286926545,61,178.0,0.0,0.0,178.0,61.0,0.0,0
5012,5012,52,5,45,Cloudy,10.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.487635085326545,16,182.0,0.0,0.0,182.0,16.0,0.0,0
5013,5013,52,6,0,Cloudy,11.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.8316350556265455,16,186.0,0.0,0.0,186.0,16.0,0.0,0
5014,5014,52,6,15,Cloudy,12.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.175635025926546,61,190.0,1.0,0.25,189.75,60.0,0.0,0
5015,5015,52,6,30,Cloudy,13.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.199634824326546,16,194.0,2.0,0.75,193.25,14.0,0.0,0
5016,5016,52,6,45,Cloudy,14.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.543634794626547,61,198.0,3.0,1.5,196.5,58.0,0.0,0
5017,5017,52,7,0,Cloudy,14.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.567634593026547,16,202.0,4.0,2.5,199.5,12.0,0.0,0
5018,5018,52,7,15,Cloudy,15.0,False,100,0.0,0,False,100,0.0,0,True,45,2.069999933,18.0,6.9116345633265475,18,206.0,5.0,3.75,202.25,13.0,0.0,0
5019,5019,52,7,30,Cloudy,15.5,True,100,5.199999809,0,False,100,0.0,0,True,50,2.299999952,20.0,5.048634623626548,65,210.5,6.0,5.25,205.25,59.0,0.0,0
5020,5020,52,7,45,Cloudy,16.0,False,100,0.0,0,False,100,0.0,0,True,55,2.529999971,22.0,7.658634494926548,22,215.5,7.0,7.0,208.5,15.0,0.0,0
5021,5021,52,8,0,Cloudy,16.5,True,100,5.199999809,0,False,100,0.0,0,True,65,2.989999771,26.0,5.381634521026548,71,221.0,8.0,9.0,212.0,63.0,0.0,0
5022,5022,52,8,15,Cloudy,17.0,False,100,0.0,0,False,100,0.0,0,True,70,3.21999979,28.0,7.370634555226548,28,227.5,9.0,11.25,216.25,19.0,0.0,0
5023,5023,52,8,30,Cloudy,17.5,True,100,5.199999809,45,False,100,0.0,15,False,75,3.4499999287499996,30.0,4.472634744226548,75,234.5,9.5,13.625,220.875,65.5,0.0,0
5024,5024,52,8,45,Cloudy,18.0,False,100,0.0,45,False,100,0.0,15,True,80,3.680000067,32.0,6.047634636451549,32,249.5,10.0,16.125,233.375,22.0,0.0,0
5025,5025,52,9,0,Cloudy,18.5,True,100,5.199999809,45,False,100,0.0,15,True,90,4.139999866,36.0,2.735634576151549,81,272.5,10.5,18.75,253.75,70.5,0.0,0
5026,5026,52,9,15,Cloudy,19.0,True,100,5.199999809,45,False,100,0.0,15,True,95,4.369999886,38.0,3.6896345248515487,83,296.5,11.0,21.5,275.0,72.0,0.0,0
5027,5027,52,9,30,Cloudy,19.5,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,4.436634455551549,85,321.0,11.5,24.375,296.625,73.5,0.0,0
5028,5028,52,9,45,Cloudy,20.0,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,4.97663436915155,85,346.0,12.0,27.375,318.625,73.0,0.0,0
5029,5029,52,10,0,Cloudy,20.5,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,5.516634282751551,85,371.0,12.5,30.5,340.5,72.5,0.0,0
5030,5030,52,10,15,Cloudy,21.0,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,6.056634196351552,40,396.0,13.0,33.75,362.25,27.0,0.0,0
5031,5031,52,10,30,Cloudy,21.5,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,1.916634281851552,85,421.0,13.5,37.125,383.875,71.5,0.0,0
5032,5032,52,10,45,Cloudy,22.0,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.4566341954515525,85,446.0,14.0,40.625,405.375,71.0,0.0,0
5033,5033,52,11,0,Cloudy,22.5,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.996634109051553,85,471.0,14.0,44.125,426.875,71.0,0.0,0
5034,5034,52,11,15,Cloudy,23.0,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,3.5366340226515534,85,496.0,14.0,47.625,448.375,71.0,0.0,0
5035,5035,52,11,30,Cloudy,23.5,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,4.076633936251554,85,506.0,14.0,51.125,454.875,71.0,0.0,0
5036,5036,52,11,45,Cloudy,24.0,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,4.616633849851555,85,516.0,14.0,54.625,461.375,71.0,0.0,0
5037,5037,52,12,0,Cloudy,24.5,True,100,5.199999809,0,False,100,0.0,0,True,95,4.369999886,38.0,5.1566337634515556,83,526.0,14.0,58.125,467.875,69.0,0.0,0
5038,5038,52,12,15,Cloudy,25.0,False,100,0.0,0,False,100,0.0,0,True,90,4.139999866,36.0,5.903633694151556,36,535.5,14.0,61.625,473.875,22.0,0.0,0
5039,5039,52,12,30,Cloudy,25.5,True,100,5.199999809,0,False,100,0.0,0,True,85,3.910000086,34.0,2.1776338147515557,79,544.5,14.0,65.125,479.375,65.0,0.0,0
5040,5040,52,12,45,Cloudy,26.0,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,3.3386335654515555,77,553.0,14.0,68.625,484.375,63.0,0.0,0
5041,5041,52,13,0,Cloudy,26.5,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,4.706633333251556,77,561.0,14.0,72.125,488.875,63.0,0.0,0
5042,5042,52,13,15,Cloudy,27.0,False,100,0.0,45,False,100,0.0,15,False,85,3.9099999192499997,34.0,6.074633101051557,34,569.0,14.0,75.625,493.375,20.0,0.0,0
5043,5043,52,13,30,Cloudy,27.5,True,100,5.199999809,45,False,100,0.0,15,True,90,4.139999866,36.0,2.5556331737265574,81,584.0,14.0,79.125,504.875,67.0,0.0,0
5044,5044,52,13,45,Cloudy,28.0,True,100,5.199999809,45,False,100,0.0,15,True,95,4.369999886,38.0,3.509633122426558,83,608.0,14.0,82.625,525.375,69.0,0.0,0
5045,5045,52,14,0,Cloudy,28.0,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,4.256633053126558,85,632.5,14.0,86.125,546.375,71.0,0.0,0
5046,5046,52,14,15,Cloudy,28.0,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,4.796632966726559,85,657.5,14.0,89.625,567.875,71.0,0.0,0
5047,5047,52,14,30,Cloudy,28.0,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,5.33663288032656,85,682.5,14.0,93.125,589.375,71.0,0.0,0
5048,5048,52,14,45,Cloudy,27.5,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,5.876632793926561,40,707.5,13.5,96.5,611.0,26.5,0.0,0
5049,5049,52,15,0,Cloudy,27.5,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,1.736632879426561,85,732.5,13.0,99.75,632.75,72.0,0.0,0
5050,5050,52,15,15,Cloudy,27.0,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.2766327930265615,85,757.5,12.5,102.875,654.625,72.5,0.0,0
5051,5051,52,15,30,Cloudy,27.0,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.816632706626562,85,782.5,12.0,105.875,676.625,73.0,0.0,0
5052,5052,52,15,45,Cloudy,26.5,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,3.3566326202265624,85,807.5,11.5,108.75,698.75,73.5,0.0,0
5053,5053,52,16,0,Cloudy,26.5,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,3.896632533826563,85,832.5,11.0,111.5,721.0,74.0,0.0,0
5054,5054,52,16,15,Cloudy,26.0,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,4.436632447426564,85,857.5,10.5,114.125,743.375,74.5,0.0,0
5055,5055,52,16,30,Cloudy,25.5,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,4.976632361026565,85,867.5,10.0,116.625,750.875,75.0,0.0,0
5056,5056,52,16,45,Cloudy,25.0,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,5.5166322746265655,85,877.5,9.5,119.0,758.5,75.5,0.0,0
5057,5057,52,17,0,Cloudy,24.5,False,100,0.0,0,False,100,0.0,0,True,95,4.369999886,38.0,6.056632188226566,38,887.5,9.0,121.25,766.25,29.0,0.0,0
5058,5058,52,17,15,Cloudy,24.0,True,100,5.199999809,0,False,100,0.0,0,True,90,4.139999866,36.0,2.1236322908265666,81,897.0,8.5,123.375,773.625,72.5,0.0,0
5059,5059,52,17,30,Cloudy,23.5,True,100,5.199999809,0,False,100,0.0,0,True,85,3.910000086,34.0,3.077632239526567,79,906.0,8.0,125.375,780.625,71.0,0.0,0
5060,5060,52,17,45,Cloudy,23.0,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,4.238631990226567,77,914.5,7.0,127.125,787.375,70.0,0.0,0
5061,5061,52,18,0,Cloudy,22.5,True,100,5.199999809,45,False,100,0.0,15,True,70,3.21999979,28.0,5.606631758026568,73,922.5,6.0,128.625,793.875,67.0,0.0,0
5062,5062,52,18,15,Cloudy,22.0,False,100,0.0,45,False,100,0.0,15,True,65,2.989999771,26.0,7.3886317751265675,26,944.5,5.0,129.875,814.625,21.0,0.0,0
5063,5063,52,18,30,Cloudy,21.5,True,100,5.199999809,45,False,100,0.0,15,True,60,2.75999999,24.0,4.697631981226568,69,966.0,4.0,130.875,835.125,65.0,0.0,0
5064,5064,52,18,45,Cloudy,21.0,False,100,0.0,45,False,100,0.0,15,True,55,2.529999971,22.0,6.893631818326568,22,987.0,3.0,131.625,855.375,19.0,0.0,0
5065,5065,52,19,0,Cloudy,20.5,True,100,5.199999809,45,False,100,0.0,15,True,45,2.069999933,18.0,4.616631844426568,63,1007.5,2.0,132.125,875.375,61.0,0.0,0
5066,5066,52,19,15,Cloudy,20.0,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.4336317328265675,16,1027.0,1.0,132.375,894.625,15.0,0.0,0
5067,5067,52,19,30,Cloudy,20.0,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,5.777631703126568,16,1046.0,0.0,132.375,913.625,16.0,0.0,0
5068,5068,52,19,45,Cloudy,19.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.1216316734265686,61,1065.0,0.0,132.375,932.625,61.0,0.0,0
5069,5069,52,20,0,Cloudy,19.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.145631471826569,16,1069.0,0.0,132.375,936.625,16.0,0.0,0
5070,5070,52,20,15,Cloudy,19.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.489631442126569,61,1073.0,0.0,132.375,940.625,61.0,0.0,0
5071,5071,52,20,30,Cloudy,19.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.51363124052657,16,1077.0,0.0,132.375,944.625,16.0,0.0,0
5072,5072,52,20,45,Cloudy,18.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.85763121082657,16,1081.0,0.0,132.375,948.625,16.0,0.0,0
5073,5073,52,21,0,Cloudy,18.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.2016311811265705,61,1085.0,0.0,132.375,952.625,61.0,0.0,0
5074,5074,52,21,15,Cloudy,18.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.22563097952657,16,1089.0,0.0,132.375,956.625,16.0,0.0,0
5075,5075,52,21,30,Cloudy,18.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.569630949826571,16,1093.0,0.0,132.375,960.625,16.0,0.0,0
5076,5076,52,21,45,Cloudy,17.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.913630920126572,61,1097.0,0.0,132.375,964.625,61.0,0.0,0
5077,5077,52,22,0,Cloudy,17.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.937630718526572,16,1101.0,0.0,132.375,968.625,16.0,0.0,0
5078,5078,52,22,15,Cloudy,17.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.2816306888265725,16,1105.0,0.0,132.375,972.625,16.0,0.0,0
5079,5079,52,22,30,Cloudy,17.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.625630659126573,61,1109.0,0.0,132.375,976.625,61.0,0.0,0
5080,5080,52,22,45,Cloudy,16.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.649630457526573,16,1113.0,0.0,132.375,980.625,16.0,0.0,0
